nro_solicitud,periodo,categoria,prestacion,tipo,fecha_ingreso,hora_ingreso,distrito,urbanizacion,via,numero,referencia,canal,latitud,longitud,genero,estado
00005236/23,202306,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-06-28,10:05:05,Ate,Ceres,Av. Metropolitana,863,,Facebook,-12.029954,-76.943126,M,Cerrado
00005237/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-28,10:49:43,La Molina,Santa Patricia,Ca. Los Tulipanes,2695,,Línea telefónica,-12.069198,-76.914023,F,Cerrado
00005238/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-28,10:53:02,Puente Piedra,Laderas de Chillón,Av. Sangarará,1830,,X,-11.849108,-77.083164,M,Cerrado
00005239/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-28,10:56:44,Carabayllo,Lucyana,Av. Camino Real de Carabayllo,4143,,Facebook,-11.855424,-77.071264,M,Cerrado
00005240/23,202306,Otros,Retiro de objetos en desuso,Solicitud,2023-06-28,10:59:35,El Agustino,Villa Hermosa,Av. Riva Agüero,6800,,Facebook,-12.043512,-76.981633,No especificado,Cerrado
00005241/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-28,11:04:05,Chorrillos,Túpac Amaru,Av. Alameda Sur,3122,,Línea telefónica,-12.162744,-77.035532,F,Cerrado
00005242/23,202306,Tránsito/Transporte,Remoción de vehículo abandonado,Solicitud,2023-06-28,11:09:47,Santa Anita,Universal,Av. Los Ruiseñores,6794,,Facebook,-12.047303,-76.965724,No especificado,Cerrado
00005243/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-28,11:12:37,Los Olivos,Villa Sol,Av. Antúnez de Mayolo,60,,Facebook,-11.96283,-77.051217,No especificado,Cerrado
00005244/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-28,11:40:40,Ate,Santa Clara,Ca. Los Cipreses,2815,,X,-12.055715,-76.886721,F,Cerrado
00005245/23,202306,Otros,Consultas e inconvenientes con el registro de la plataforma municipal,Solicitud,2023-06-28,11:52:54,,,,,,Línea telefónica,,,M,Cerrado
00005246/23,202306,Áreas Verdes,Plantación de árbol,Solicitud,2023-06-28,12:34:18,San Juan de Lurigancho,Bayóvar,Av. Las Flores de Primavera,849,,X,-11.981151,-76.991614,M,Cerrado
00005247/23,202306,Otros,Inconvenientes con la página web de carga de trámites digitales,Solicitud,2023-06-28,12:39:39,,,,,,Facebook,,,M,Cerrado
00005248/23,202306,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-06-28,13:12:14,Puente Piedra,Shangri-La,Ca. Los Jazmines,6624,,Línea telefónica,-11.848715,-77.078301,F,Cerrado
00005249/23,202306,Alumbrado Público,Mayor iluminación en calle / plaza,Solicitud,2023-06-28,14:00:36,San Juan de Lurigancho,Caja de Agua,Av. Fernando Wiesse,5155,,Facebook,-12.026569,-76.969927,F,Cerrado
00005250/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-28,14:16:06,San Martín de Porres,Fiori,Av. Tomás Valle,2455,,Facebook,-11.990754,-77.096974,M,Cerrado
00005251/23,202306,Limpieza Pública,Reparación de tacho de basura,Solicitud,2023-06-28,14:34:01,Villa El Salvador,Sector 3,Av. El Sol,2099,,X,-12.22928,-76.962127,F,Cerrado
00005252/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-28,14:53:39,Lurigancho-Chosica,Santa María,Ca. Trujillo Norte,4074,,X,-11.948126,-76.669657,M,Cerrado
00005253/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-28,14:56:28,Jesús María,Residencial San Felipe,Jr. Húsares de Junín,86,,X,-12.072139,-77.049046,F,Cerrado
00005254/23,202306,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-06-28,15:20:41,Santiago de Surco,La Capullana,Av. Caminos del Inca,462,,Línea telefónica,-12.116168,-76.972726,M,Cerrado
00005255/23,202306,Limpieza Pública,Reparación de contenedor,Solicitud,2023-06-28,16:17:52,San Juan de Lurigancho,Campoy,Av. Gran Chimú,1651,,X,-11.957151,-76.981168,F,Cerrado
00005256/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-28,16:52:45,Lurín,Julio C. Tello,Antigua Panamericana Sur,3079,,Facebook,-12.30976,-76.838828,F,Cerrado
00005257/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-28,17:25:47,Santiago de Surco,Las Gardenias,Av. Caminos del Inca,1836,,Facebook,-12.14787,-76.993448,M,Cerrado
00005258/23,202306,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-06-28,17:31:00,Cercado de Lima,Santa Beatriz,Av. Argentina,4566,,Facebook,-12.033766,-77.03723,M,Cerrado
00005259/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-28,18:03:49,San Juan de Lurigancho,Canto Grande,Av. Gran Chimú,cdra. 10,espalda del centro de salud,Facebook,-11.971227,-77.033961,F,Cerrado
00005260/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-28,18:10:55,Pachacámac,José Gálvez de Pachacámac,Ca. Los Álamos de Manchay,1664,,X,-12.249531,-76.833563,F,Cerrado
00005261/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-28,18:22:03,Jesús María,Residencial San Felipe,Jr. Húsares de Junín,3585,,Facebook,-12.068015,-77.056135,M,Cerrado
00005262/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-28,20:13:38,San Juan de Miraflores,Ciudad de Dios,Av. Los Héroes,cdra. 26,frente a la losa deportiva,X,-12.150894,-76.963118,F,Cerrado
00005263/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-28,20:19:54,Lurigancho-Chosica,Chosica Centro,Av. Lima Sur,3401,,Facebook,-11.922159,-76.694539,M,Cerrado
00005264/23,202306,Tránsito/Transporte,Auto en depósito,Solicitud,2023-06-28,21:10:58,San Juan de Miraflores,Ciudad de Dios,Av. San Juan,88,,X,-12.144055,-76.973814,M,Cerrado
00005265/23,202306,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-06-29,00:09:24,Pueblo Libre,Las Brisas,Jr. Manco Segundo,1651,,X,-12.076576,-77.05118,M,Cerrado
00005266/23,202306,Tránsito/Transporte,Repintado / reparación de marca vial en calle o sardinel,Solicitud,2023-06-29,01:08:05,San Martín de Porres,Santa Luisa,Av. Perú,1783,,Facebook,-12.013126,-77.092666,F,Cerrado
00005267/23,202306,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-06-29,09:22:27,Santiago de Surco,Chacarilla,Ca. Monte Bello,4094,,Facebook,-12.152483,-76.990873,F,Cerrado
00005268/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-29,09:30:38,San Martín de Porres,Fiori,Av. Tomás Valle,1780,,Facebook,-12.024487,-77.074058,F,Cerrado
00005269/23,202306,Limpieza Pública,Reposición de contenedor,Solicitud,2023-06-29,09:46:47,Villa El Salvador,Oasis de Villa,Av. El Sol,502,,Facebook,-12.205042,-76.962837,M,Cerrado
00005270/23,202306,Otros,Acceso a la información pública,Solicitud,2023-06-29,09:50:47,,,,,,Facebook,,,M,Cerrado
00005271/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-29,10:03:16,Lurín,Km 40,Av. Manuel Valle,4849,,Facebook,-12.295133,-76.900578,F,Cerrado
00005272/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,10:18:09,Ate,Salamanca,Ca. Los Cipreses,760,,Facebook,-12.003857,-76.915477,F,Cerrado
00005273/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-29,10:49:27,Los Olivos,Mercurio,Av. Naranjal,130,,X,-11.982787,-77.092541,No especificado,Ingresado
00005274/23,202306,Otros,"Irregularidades en el mantenimiento y seguridad de ascensores, escaleras mecánicas o montacargas en establecimientos no comerciales",Denuncia,2023-06-29,11:33:46,Puente Piedra,La Ensenada,Av. Puente Piedra,1926,,Facebook,-11.858828,-77.059077,M,Cerrado
00005275/23,202306,Otros,Pintura sobre grafitis,Solicitud,2023-06-29,11:35:25,Comas,San Felipe,Av. Túpac Amaru,155,,Facebook,-11.909439,-77.034384,No especificado,Cerrado
00005276/23,202306,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-06-29,11:43:27,San Juan de Miraflores,San Juanito,Av. Miguel Iglesias,2140,,Presencial,-12.160509,-76.967235,F,Cerrado
00005277/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-29,11:44:12,Cercado de Lima,Unidad Vecinal Mirones,Av. Argentina,145,,Facebook,-12.053425,-77.024033,M,Cerrado
00005278/23,202306,Tránsito/Transporte,Construcción de rampa de accesibilidad,Solicitud,2023-06-29,11:53:39,Santiago de Surco,Valle Hermoso,Ca. Monte Bello,cdra. 13,cruce con Av. Caminos del Inca,Facebook,-12.162277,-76.989684,F,Cerrado
00005279/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,11:54:40,Rímac,Villacampa,Av. Amancaes,5492,,X,-12.027421,-77.043368,F,Cerrado
00005280/23,202306,Otros,Consultas e inconvenientes con el registro de la plataforma municipal,Solicitud,2023-06-29,11:55:33,,,,,,Línea telefónica,,,M,Cerrado
00005281/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,12:05:32,Cercado de Lima,Unidad Vecinal Mirones,Av. Abancay,3289,,X,-12.044895,-77.050565,F,Cerrado
00005282/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,13:06:31,Villa María del Triunfo,José Carlos Mariátegui,Jr. José Gálvez,1183,,Facebook,-12.18373,-76.959258,F,Cerrado
00005283/23,202306,Otros,Irregularidades en el mantenimiento y seguridad de instalaciones en establecimientos no comerciales,Denuncia,2023-06-29,14:54:21,Ancón,Balneario de Ancón,Av. La Playa,656,,Facebook,-11.765477,-77.15115,F,Cerrado
00005284/23,202306,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-06-29,15:21:16,Villa El Salvador,Sector 1,Av. Juan Velasco Alvarado,4491,,X,-12.190902,-76.916846,F,Cerrado
00005285/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,15:37:25,Pueblo Libre,Las Brisas,Jr. Manco Segundo,4726,,Facebook,-12.0741,-77.056008,M,Cerrado
00005286/23,202306,Otros,Consultas e inconvenientes con trámites digitales,Solicitud,2023-06-29,16:11:50,,,,,,Facebook,,,M,Cerrado
00005287/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,16:27:27,San Juan de Lurigancho,Huáscar,Av. Gran Chimú,4061,,Línea telefónica,-12.005176,-77.039608,M,Cerrado
00005288/23,202306,Otros,Hidrolavado por grafitis/pegatinas,Solicitud,2023-06-29,16:31:35,La Molina,Camacho,Av. La Fontana,3102,,Presencial,-12.093101,-76.920354,F,Cerrado
00005289/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,16:32:59,San Martín de Porres,Condevilla,Jr. Huandoy,2156,,Facebook,-12.033391,-77.061203,F,Cerrado
00005290/23,202306,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-06-29,16:40:12,San Martín de Porres,Santa Luisa,Av. Perú,6492,,Facebook,-12.004223,-77.069116,F,Cerrado
00005291/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,16:58:36,Rímac,El Manzano,Av. Prolongación Tacna,230,,Facebook,-12.019241,-77.01543,F,Cerrado
00005292/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,17:15:42,Surquillo,La Calera de la Merced,Av. Tomás Marsano,3428,,X,-12.116267,-77.011176,F,Cerrado
00005293/23,202306,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-06-29,17:43:18,Puente Piedra,Zapallal,Panamericana Norte,4435,,Facebook,-11.86478,-77.096481,F,Cerrado
00005294/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,17:56:38,El Agustino,Santoyo,Av. Plácido Jiménez,4314,,Facebook,-12.037963,-76.981367,M,Cerrado
00005295/23,202306,Otros,Ocupación indebida de la vereda/calzada por área gastronómica,Denuncia,2023-06-29,18:22:56,Comas,La Pascana,Av. Túpac Amaru,900,,X,-11.925927,-77.052632,F,Cerrado
00005296/23,202306,Limpieza Pública,Vaciado de contenedor,Reclamo,2023-06-29,18:26:47,San Martín de Porres,Naranjal,Av. José Granda,3152,,X,-12.036785,-77.102294,M,Cerrado
00005297/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,18:32:52,San Luis,Túpac Amaru de San Luis,Jr. Las Moreras,2980,,Facebook,-12.075572,-76.99037,F,Cerrado
00005298/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-29,18:35:41,Puente Piedra,La Ensenada,Av. Puente Piedra,4399,,Facebook,-11.857335,-77.062688,F,Cerrado
00005299/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-29,19:01:19,Comas,Collique,Av. Túpac Amaru,795,,X,-11.928982,-77.030865,M,Cerrado
00005300/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-29,19:16:14,Los Olivos,El Trébol,Av. Universitaria,888,,Facebook,-11.963189,-77.0456,F,Cerrado
00005301/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-29,19:57:50,Lince,Lobatón,Av. Arequipa,1492,,Facebook,-12.08724,-77.036089,M,Cerrado
00005302/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-29,20:22:42,Villa El Salvador,Parque Industrial,Av. César Vallejo,2042,,Facebook,-12.206275,-76.915829,M,Cerrado
00005303/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-29,20:32:47,Breña,Chacra Colorada,Jr. Jorge Chávez,cdra. 31,frente a la losa deportiva,Facebook,-12.050157,-77.054955,F,Cerrado
00005304/23,202306,Otros,Inconvenientes con la página web de carga de trámites digitales,Solicitud,2023-06-29,22:50:25,,,,,,Línea telefónica,,,M,Cerrado
00005305/23,202306,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-06-29,22:50:45,San Juan de Lurigancho,Canto Grande,Av. Próceres de la Independencia,3910,,X,-11.930924,-77.010588,F,Cerrado
00005306/23,202306,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-06-29,22:57:25,San Martín de Porres,Palao,Av. Canta Callao,781,,X,-11.991175,-77.078296,F,Cerrado
00005307/23,202306,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-06-30,07:48:10,El Agustino,Ancieta,Av. César Vallejo,2687,,Línea telefónica,-12.049719,-76.99366,F,Cerrado
00005308/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-30,07:56:21,Ate,Huaycán,Av. Prolongación Javier Prado,6494,,X,-11.992175,-76.912811,F,Cerrado
00005309/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-30,08:03:39,Pueblo Libre,San Bernardo,Av. La Marina,598,,X,-12.080781,-77.062275,F,Cerrado
00005310/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-30,08:10:18,Carabayllo,Torre Blanca,Av. Túpac Amaru,3560,,Facebook,-11.800176,-77.005079,M,Cerrado
00005311/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-30,08:29:46,Villa El Salvador,Pachacámac VES,Av. Revolución,1051,,X,-12.205708,-76.923865,F,Cerrado
00005312/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-30,08:44:02,Villa María del Triunfo,Tablada de Lurín,Av. El Triunfo,1701,,Facebook,-12.164776,-76.929914,M,Cerrado
00005313/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-30,09:13:53,San Borja,Torres de Limatambo,Ca. Los Zorzales,1131,,X,-12.098554,-76.992285,M,Cerrado
00005314/23,202306,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-06-30,09:32:15,Lurigancho-Chosica,Carapongo,Carretera Central,293,,Facebook,-11.983234,-76.663196,F,Cerrado
00005315/23,202306,Otros,"Solicitud de reunión técnica por Expedientes de catastro, obras, instalaciones y factibilidad",Solicitud,2023-06-30,09:52:13,,,,,,Facebook,,,M,Cerrado
00005316/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-30,10:11:59,Puente Piedra,Jerusalén,Av. Puente Piedra,1530,,Línea telefónica,-11.842399,-77.05816,F,Cerrado
00005317/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-30,10:33:39,San Borja,San Borja Sur,Av. Aviación,333,,Facebook,-12.101632,-76.990776,No especificado,Cerrado
00005318/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-30,11:12:19,Puente Piedra,Zapallal,Av. Sangarará,3734,,Facebook,-11.862722,-77.081933,F,Cerrado
00005319/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-30,11:22:13,Los Olivos,Pro,Av. Carlos Izaguirre,1621,,Línea telefónica,-11.985972,-77.06829,M,Cerrado
00005320/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-30,11:33:24,San Martín de Porres,Palao,Av. Canta Callao,1869,,Línea telefónica,-12.003264,-77.065154,F,En proceso
00005321/23,202306,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-06-30,11:34:15,Santiago de Surco,Sagitario,Av. Benavides,2481,,Presencial,-12.147811,-76.99484,M,Cerrado
00005322/23,202306,Áreas Verdes,Extracción de árbol,Solicitud,2023-06-30,12:03:58,La Molina,La Planicie,Av. La Molina,cdra. 7,a media cuadra de Av. La Fontana,X,-12.066346,-76.941017,M,Cerrado
00005323/23,202306,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-06-30,12:21:51,Cieneguilla,Huaycán de Cieneguilla,Ca. Los Eucaliptos,1583,,Línea telefónica,-12.075353,-76.772203,M,Cerrado
00005324/23,202306,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-06-30,12:49:07,El Agustino,Ancieta,Av. Ferrocarril,2360,,Línea telefónica,-12.031681,-76.986203,F,Cerrado
00005325/23,202306,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-06-30,12:53:06,San Juan de Lurigancho,Mangomarca,Av. Fernando Wiesse,1178,,Línea telefónica,-11.934821,-77.010279,F,Cerrado
00005326/23,202306,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-06-30,13:06:39,Villa María del Triunfo,Nueva Esperanza,Av. Salvador Allende,7018,,Facebook,-12.130019,-76.91651,M,Cerrado
00005327/23,202306,Limpieza Pública,Reposición de contenedor,Solicitud,2023-06-30,13:07:53,San Juan de Lurigancho,Canto Grande,Av. El Sol de Zárate,2300,,Línea telefónica,-12.008536,-76.955892,F,Cerrado
00005328/23,202306,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-06-30,13:13:29,Lurigancho-Chosica,Ñaña,Carretera Central,cdra. 7,cerca a la comisaría del sector,Facebook,-11.930889,-76.713595,M,Cerrado
00005329/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-30,13:39:44,La Victoria,Matute,Jr. Hipólito Unanue,1330,,Línea telefónica,-12.056482,-77.028763,F,Cerrado
00005330/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-30,14:44:16,San Juan de Miraflores,Pamplona Alta,Av. Los Héroes,3683,,X,-12.152736,-76.982439,F,Cerrado
00005331/23,202306,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-06-30,14:46:50,Villa El Salvador,Pachacámac VES,Av. César Vallejo,2749,,Facebook,-12.205449,-76.924586,F,Cerrado
00005332/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-30,14:56:28,Puente Piedra,Laderas de Chillón,Av. Puente Piedra,2349,,X,-11.88248,-77.054516,F,Cerrado
00005333/23,202306,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-06-30,15:27:21,San Martín de Porres,Palao,Jr. Huandoy,1683,,Facebook,-12.024239,-77.108441,F,Cerrado
00005334/23,202306,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-06-30,15:32:15,San Juan de Lurigancho,Canto Grande,Av. Fernando Wiesse,3475,,Facebook,-12.005857,-76.966764,F,Cerrado
00005335/23,202306,Otros,Acceso a la información pública,Solicitud,2023-06-30,15:44:53,,,,,,Facebook,,,F,Cerrado
00005336/23,202306,Otros,Inconvenientes con la página web de carga de trámites digitales,Solicitud,2023-06-30,15:59:28,,,,,,Línea telefónica,,,M,Cerrado
00005337/23,202306,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-06-30,16:04:57,Chorrillos,Túpac Amaru,Ca. Los Laureles,647,,Facebook,-12.167726,-77.003872,F,Cerrado
